"","MisspecVec","HomoskedVec","SizeVec","LeverageVec","KVec","TypeSetting","JobName","Output"
"169",0,0,6350,0,1,"Linear","FTP_Linear_D0_G0_N6350_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N6350_R0_K1.csv"
"170",1,0,6350,0,1,"Linear","FTP_Linear_D1_G0_N6350_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N6350_R0_K1.csv"
"171",0,0.5,6350,0,1,"Linear","FTP_Linear_D0_G0.5_N6350_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N6350_R0_K1.csv"
"172",1,0.5,6350,0,1,"Linear","FTP_Linear_D1_G0.5_N6350_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N6350_R0_K1.csv"
"173",0,0,6500,0,1,"Linear","FTP_Linear_D0_G0_N6500_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N6500_R0_K1.csv"
"174",1,0,6500,0,1,"Linear","FTP_Linear_D1_G0_N6500_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N6500_R0_K1.csv"
"175",0,0.5,6500,0,1,"Linear","FTP_Linear_D0_G0.5_N6500_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N6500_R0_K1.csv"
"176",1,0.5,6500,0,1,"Linear","FTP_Linear_D1_G0.5_N6500_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N6500_R0_K1.csv"
"177",0,0,6650,0,1,"Linear","FTP_Linear_D0_G0_N6650_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N6650_R0_K1.csv"
"178",1,0,6650,0,1,"Linear","FTP_Linear_D1_G0_N6650_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N6650_R0_K1.csv"
"179",0,0.5,6650,0,1,"Linear","FTP_Linear_D0_G0.5_N6650_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N6650_R0_K1.csv"
"180",1,0.5,6650,0,1,"Linear","FTP_Linear_D1_G0.5_N6650_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N6650_R0_K1.csv"
"181",0,0,6800,0,1,"Linear","FTP_Linear_D0_G0_N6800_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N6800_R0_K1.csv"
"182",1,0,6800,0,1,"Linear","FTP_Linear_D1_G0_N6800_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N6800_R0_K1.csv"
"183",0,0.5,6800,0,1,"Linear","FTP_Linear_D0_G0.5_N6800_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N6800_R0_K1.csv"
"184",1,0.5,6800,0,1,"Linear","FTP_Linear_D1_G0.5_N6800_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N6800_R0_K1.csv"
"185",0,0,6950,0,1,"Linear","FTP_Linear_D0_G0_N6950_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N6950_R0_K1.csv"
"186",1,0,6950,0,1,"Linear","FTP_Linear_D1_G0_N6950_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N6950_R0_K1.csv"
"187",0,0.5,6950,0,1,"Linear","FTP_Linear_D0_G0.5_N6950_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N6950_R0_K1.csv"
"188",1,0.5,6950,0,1,"Linear","FTP_Linear_D1_G0.5_N6950_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N6950_R0_K1.csv"
"189",0,0,7100,0,1,"Linear","FTP_Linear_D0_G0_N7100_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N7100_R0_K1.csv"
"190",1,0,7100,0,1,"Linear","FTP_Linear_D1_G0_N7100_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N7100_R0_K1.csv"
"191",0,0.5,7100,0,1,"Linear","FTP_Linear_D0_G0.5_N7100_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N7100_R0_K1.csv"
"192",1,0.5,7100,0,1,"Linear","FTP_Linear_D1_G0.5_N7100_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N7100_R0_K1.csv"
"193",0,0,7250,0,1,"Linear","FTP_Linear_D0_G0_N7250_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N7250_R0_K1.csv"
"194",1,0,7250,0,1,"Linear","FTP_Linear_D1_G0_N7250_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N7250_R0_K1.csv"
"195",0,0.5,7250,0,1,"Linear","FTP_Linear_D0_G0.5_N7250_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N7250_R0_K1.csv"
"196",1,0.5,7250,0,1,"Linear","FTP_Linear_D1_G0.5_N7250_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N7250_R0_K1.csv"
"197",0,0,7400,0,1,"Linear","FTP_Linear_D0_G0_N7400_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N7400_R0_K1.csv"
"198",1,0,7400,0,1,"Linear","FTP_Linear_D1_G0_N7400_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N7400_R0_K1.csv"
"199",0,0.5,7400,0,1,"Linear","FTP_Linear_D0_G0.5_N7400_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N7400_R0_K1.csv"
"200",1,0.5,7400,0,1,"Linear","FTP_Linear_D1_G0.5_N7400_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N7400_R0_K1.csv"
"201",0,0,7550,0,1,"Linear","FTP_Linear_D0_G0_N7550_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N7550_R0_K1.csv"
"202",1,0,7550,0,1,"Linear","FTP_Linear_D1_G0_N7550_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N7550_R0_K1.csv"
"203",0,0.5,7550,0,1,"Linear","FTP_Linear_D0_G0.5_N7550_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N7550_R0_K1.csv"
"204",1,0.5,7550,0,1,"Linear","FTP_Linear_D1_G0.5_N7550_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N7550_R0_K1.csv"
"205",0,0,7700,0,1,"Linear","FTP_Linear_D0_G0_N7700_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N7700_R0_K1.csv"
"206",1,0,7700,0,1,"Linear","FTP_Linear_D1_G0_N7700_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N7700_R0_K1.csv"
"207",0,0.5,7700,0,1,"Linear","FTP_Linear_D0_G0.5_N7700_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N7700_R0_K1.csv"
"208",1,0.5,7700,0,1,"Linear","FTP_Linear_D1_G0.5_N7700_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N7700_R0_K1.csv"
"209",0,0,7850,0,1,"Linear","FTP_Linear_D0_G0_N7850_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N7850_R0_K1.csv"
"210",1,0,7850,0,1,"Linear","FTP_Linear_D1_G0_N7850_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N7850_R0_K1.csv"
"211",0,0.5,7850,0,1,"Linear","FTP_Linear_D0_G0.5_N7850_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N7850_R0_K1.csv"
"212",1,0.5,7850,0,1,"Linear","FTP_Linear_D1_G0.5_N7850_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N7850_R0_K1.csv"
"213",0,0,8000,0,1,"Linear","FTP_Linear_D0_G0_N8000_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N8000_R0_K1.csv"
"214",1,0,8000,0,1,"Linear","FTP_Linear_D1_G0_N8000_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N8000_R0_K1.csv"
"215",0,0.5,8000,0,1,"Linear","FTP_Linear_D0_G0.5_N8000_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N8000_R0_K1.csv"
"216",1,0.5,8000,0,1,"Linear","FTP_Linear_D1_G0.5_N8000_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N8000_R0_K1.csv"
"217",0,0,8150,0,1,"Linear","FTP_Linear_D0_G0_N8150_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N8150_R0_K1.csv"
"218",1,0,8150,0,1,"Linear","FTP_Linear_D1_G0_N8150_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N8150_R0_K1.csv"
"219",0,0.5,8150,0,1,"Linear","FTP_Linear_D0_G0.5_N8150_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N8150_R0_K1.csv"
"220",1,0.5,8150,0,1,"Linear","FTP_Linear_D1_G0.5_N8150_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N8150_R0_K1.csv"
"221",0,0,8300,0,1,"Linear","FTP_Linear_D0_G0_N8300_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N8300_R0_K1.csv"
"222",1,0,8300,0,1,"Linear","FTP_Linear_D1_G0_N8300_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N8300_R0_K1.csv"
"223",0,0.5,8300,0,1,"Linear","FTP_Linear_D0_G0.5_N8300_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N8300_R0_K1.csv"
"224",1,0.5,8300,0,1,"Linear","FTP_Linear_D1_G0.5_N8300_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N8300_R0_K1.csv"
"225",0,0,8450,0,1,"Linear","FTP_Linear_D0_G0_N8450_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N8450_R0_K1.csv"
"226",1,0,8450,0,1,"Linear","FTP_Linear_D1_G0_N8450_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N8450_R0_K1.csv"
"227",0,0.5,8450,0,1,"Linear","FTP_Linear_D0_G0.5_N8450_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N8450_R0_K1.csv"
"228",1,0.5,8450,0,1,"Linear","FTP_Linear_D1_G0.5_N8450_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N8450_R0_K1.csv"
"229",0,0,8600,0,1,"Linear","FTP_Linear_D0_G0_N8600_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N8600_R0_K1.csv"
"230",1,0,8600,0,1,"Linear","FTP_Linear_D1_G0_N8600_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N8600_R0_K1.csv"
"231",0,0.5,8600,0,1,"Linear","FTP_Linear_D0_G0.5_N8600_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N8600_R0_K1.csv"
"232",1,0.5,8600,0,1,"Linear","FTP_Linear_D1_G0.5_N8600_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N8600_R0_K1.csv"
"233",0,0,8750,0,1,"Linear","FTP_Linear_D0_G0_N8750_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N8750_R0_K1.csv"
"234",1,0,8750,0,1,"Linear","FTP_Linear_D1_G0_N8750_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N8750_R0_K1.csv"
"235",0,0.5,8750,0,1,"Linear","FTP_Linear_D0_G0.5_N8750_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N8750_R0_K1.csv"
"236",1,0.5,8750,0,1,"Linear","FTP_Linear_D1_G0.5_N8750_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N8750_R0_K1.csv"
"237",0,0,8900,0,1,"Linear","FTP_Linear_D0_G0_N8900_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N8900_R0_K1.csv"
"238",1,0,8900,0,1,"Linear","FTP_Linear_D1_G0_N8900_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N8900_R0_K1.csv"
"239",0,0.5,8900,0,1,"Linear","FTP_Linear_D0_G0.5_N8900_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N8900_R0_K1.csv"
"240",1,0.5,8900,0,1,"Linear","FTP_Linear_D1_G0.5_N8900_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N8900_R0_K1.csv"
"241",0,0,9050,0,1,"Linear","FTP_Linear_D0_G0_N9050_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N9050_R0_K1.csv"
"242",1,0,9050,0,1,"Linear","FTP_Linear_D1_G0_N9050_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N9050_R0_K1.csv"
"243",0,0.5,9050,0,1,"Linear","FTP_Linear_D0_G0.5_N9050_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N9050_R0_K1.csv"
"244",1,0.5,9050,0,1,"Linear","FTP_Linear_D1_G0.5_N9050_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N9050_R0_K1.csv"
"245",0,0,9200,0,1,"Linear","FTP_Linear_D0_G0_N9200_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N9200_R0_K1.csv"
"246",1,0,9200,0,1,"Linear","FTP_Linear_D1_G0_N9200_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N9200_R0_K1.csv"
"247",0,0.5,9200,0,1,"Linear","FTP_Linear_D0_G0.5_N9200_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N9200_R0_K1.csv"
"248",1,0.5,9200,0,1,"Linear","FTP_Linear_D1_G0.5_N9200_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N9200_R0_K1.csv"
"249",0,0,9350,0,1,"Linear","FTP_Linear_D0_G0_N9350_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N9350_R0_K1.csv"
"250",1,0,9350,0,1,"Linear","FTP_Linear_D1_G0_N9350_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N9350_R0_K1.csv"
"251",0,0.5,9350,0,1,"Linear","FTP_Linear_D0_G0.5_N9350_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N9350_R0_K1.csv"
"252",1,0.5,9350,0,1,"Linear","FTP_Linear_D1_G0.5_N9350_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N9350_R0_K1.csv"
"253",0,0,9500,0,1,"Linear","FTP_Linear_D0_G0_N9500_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N9500_R0_K1.csv"
"254",1,0,9500,0,1,"Linear","FTP_Linear_D1_G0_N9500_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N9500_R0_K1.csv"
"255",0,0.5,9500,0,1,"Linear","FTP_Linear_D0_G0.5_N9500_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N9500_R0_K1.csv"
"256",1,0.5,9500,0,1,"Linear","FTP_Linear_D1_G0.5_N9500_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N9500_R0_K1.csv"
"257",0,0,9650,0,1,"Linear","FTP_Linear_D0_G0_N9650_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N9650_R0_K1.csv"
"258",1,0,9650,0,1,"Linear","FTP_Linear_D1_G0_N9650_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N9650_R0_K1.csv"
"259",0,0.5,9650,0,1,"Linear","FTP_Linear_D0_G0.5_N9650_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N9650_R0_K1.csv"
"260",1,0.5,9650,0,1,"Linear","FTP_Linear_D1_G0.5_N9650_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N9650_R0_K1.csv"
"261",0,0,9800,0,1,"Linear","FTP_Linear_D0_G0_N9800_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N9800_R0_K1.csv"
"262",1,0,9800,0,1,"Linear","FTP_Linear_D1_G0_N9800_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N9800_R0_K1.csv"
"263",0,0.5,9800,0,1,"Linear","FTP_Linear_D0_G0.5_N9800_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N9800_R0_K1.csv"
"264",1,0.5,9800,0,1,"Linear","FTP_Linear_D1_G0.5_N9800_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N9800_R0_K1.csv"
"265",0,0,9950,0,1,"Linear","FTP_Linear_D0_G0_N9950_R0_K1","data/Linear/EstimatedThetaPop/D0_G0_N9950_R0_K1.csv"
"266",1,0,9950,0,1,"Linear","FTP_Linear_D1_G0_N9950_R0_K1","data/Linear/EstimatedThetaPop/D1_G0_N9950_R0_K1.csv"
"267",0,0.5,9950,0,1,"Linear","FTP_Linear_D0_G0.5_N9950_R0_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N9950_R0_K1.csv"
"268",1,0.5,9950,0,1,"Linear","FTP_Linear_D1_G0.5_N9950_R0_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N9950_R0_K1.csv"
"269",0,0,50,0.1,1,"Linear","FTP_Linear_D0_G0_N50_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N50_R0.1_K1.csv"
"270",1,0,50,0.1,1,"Linear","FTP_Linear_D1_G0_N50_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N50_R0.1_K1.csv"
"271",0,0.5,50,0.1,1,"Linear","FTP_Linear_D0_G0.5_N50_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N50_R0.1_K1.csv"
"272",1,0.5,50,0.1,1,"Linear","FTP_Linear_D1_G0.5_N50_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N50_R0.1_K1.csv"
"273",0,0,200,0.1,1,"Linear","FTP_Linear_D0_G0_N200_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N200_R0.1_K1.csv"
"274",1,0,200,0.1,1,"Linear","FTP_Linear_D1_G0_N200_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N200_R0.1_K1.csv"
"275",0,0.5,200,0.1,1,"Linear","FTP_Linear_D0_G0.5_N200_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N200_R0.1_K1.csv"
"276",1,0.5,200,0.1,1,"Linear","FTP_Linear_D1_G0.5_N200_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N200_R0.1_K1.csv"
"277",0,0,350,0.1,1,"Linear","FTP_Linear_D0_G0_N350_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N350_R0.1_K1.csv"
"278",1,0,350,0.1,1,"Linear","FTP_Linear_D1_G0_N350_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N350_R0.1_K1.csv"
"279",0,0.5,350,0.1,1,"Linear","FTP_Linear_D0_G0.5_N350_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N350_R0.1_K1.csv"
"280",1,0.5,350,0.1,1,"Linear","FTP_Linear_D1_G0.5_N350_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N350_R0.1_K1.csv"
"281",0,0,500,0.1,1,"Linear","FTP_Linear_D0_G0_N500_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N500_R0.1_K1.csv"
"282",1,0,500,0.1,1,"Linear","FTP_Linear_D1_G0_N500_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N500_R0.1_K1.csv"
"283",0,0.5,500,0.1,1,"Linear","FTP_Linear_D0_G0.5_N500_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N500_R0.1_K1.csv"
"284",1,0.5,500,0.1,1,"Linear","FTP_Linear_D1_G0.5_N500_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N500_R0.1_K1.csv"
"285",0,0,650,0.1,1,"Linear","FTP_Linear_D0_G0_N650_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N650_R0.1_K1.csv"
"286",1,0,650,0.1,1,"Linear","FTP_Linear_D1_G0_N650_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N650_R0.1_K1.csv"
"287",0,0.5,650,0.1,1,"Linear","FTP_Linear_D0_G0.5_N650_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N650_R0.1_K1.csv"
"288",1,0.5,650,0.1,1,"Linear","FTP_Linear_D1_G0.5_N650_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N650_R0.1_K1.csv"
"289",0,0,800,0.1,1,"Linear","FTP_Linear_D0_G0_N800_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N800_R0.1_K1.csv"
"290",1,0,800,0.1,1,"Linear","FTP_Linear_D1_G0_N800_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N800_R0.1_K1.csv"
"291",0,0.5,800,0.1,1,"Linear","FTP_Linear_D0_G0.5_N800_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N800_R0.1_K1.csv"
"292",1,0.5,800,0.1,1,"Linear","FTP_Linear_D1_G0.5_N800_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N800_R0.1_K1.csv"
"293",0,0,950,0.1,1,"Linear","FTP_Linear_D0_G0_N950_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N950_R0.1_K1.csv"
"294",1,0,950,0.1,1,"Linear","FTP_Linear_D1_G0_N950_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N950_R0.1_K1.csv"
"295",0,0.5,950,0.1,1,"Linear","FTP_Linear_D0_G0.5_N950_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N950_R0.1_K1.csv"
"296",1,0.5,950,0.1,1,"Linear","FTP_Linear_D1_G0.5_N950_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N950_R0.1_K1.csv"
"297",0,0,1100,0.1,1,"Linear","FTP_Linear_D0_G0_N1100_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N1100_R0.1_K1.csv"
"298",1,0,1100,0.1,1,"Linear","FTP_Linear_D1_G0_N1100_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N1100_R0.1_K1.csv"
"299",0,0.5,1100,0.1,1,"Linear","FTP_Linear_D0_G0.5_N1100_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N1100_R0.1_K1.csv"
"300",1,0.5,1100,0.1,1,"Linear","FTP_Linear_D1_G0.5_N1100_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N1100_R0.1_K1.csv"
"301",0,0,1250,0.1,1,"Linear","FTP_Linear_D0_G0_N1250_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N1250_R0.1_K1.csv"
"302",1,0,1250,0.1,1,"Linear","FTP_Linear_D1_G0_N1250_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N1250_R0.1_K1.csv"
"303",0,0.5,1250,0.1,1,"Linear","FTP_Linear_D0_G0.5_N1250_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N1250_R0.1_K1.csv"
"304",1,0.5,1250,0.1,1,"Linear","FTP_Linear_D1_G0.5_N1250_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N1250_R0.1_K1.csv"
"305",0,0,1400,0.1,1,"Linear","FTP_Linear_D0_G0_N1400_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N1400_R0.1_K1.csv"
"306",1,0,1400,0.1,1,"Linear","FTP_Linear_D1_G0_N1400_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N1400_R0.1_K1.csv"
"307",0,0.5,1400,0.1,1,"Linear","FTP_Linear_D0_G0.5_N1400_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N1400_R0.1_K1.csv"
"308",1,0.5,1400,0.1,1,"Linear","FTP_Linear_D1_G0.5_N1400_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N1400_R0.1_K1.csv"
"309",0,0,1550,0.1,1,"Linear","FTP_Linear_D0_G0_N1550_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N1550_R0.1_K1.csv"
"310",1,0,1550,0.1,1,"Linear","FTP_Linear_D1_G0_N1550_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N1550_R0.1_K1.csv"
"311",0,0.5,1550,0.1,1,"Linear","FTP_Linear_D0_G0.5_N1550_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N1550_R0.1_K1.csv"
"312",1,0.5,1550,0.1,1,"Linear","FTP_Linear_D1_G0.5_N1550_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N1550_R0.1_K1.csv"
"313",0,0,1700,0.1,1,"Linear","FTP_Linear_D0_G0_N1700_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N1700_R0.1_K1.csv"
"314",1,0,1700,0.1,1,"Linear","FTP_Linear_D1_G0_N1700_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N1700_R0.1_K1.csv"
"315",0,0.5,1700,0.1,1,"Linear","FTP_Linear_D0_G0.5_N1700_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N1700_R0.1_K1.csv"
"316",1,0.5,1700,0.1,1,"Linear","FTP_Linear_D1_G0.5_N1700_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N1700_R0.1_K1.csv"
"317",0,0,1850,0.1,1,"Linear","FTP_Linear_D0_G0_N1850_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N1850_R0.1_K1.csv"
"318",1,0,1850,0.1,1,"Linear","FTP_Linear_D1_G0_N1850_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N1850_R0.1_K1.csv"
"319",0,0.5,1850,0.1,1,"Linear","FTP_Linear_D0_G0.5_N1850_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N1850_R0.1_K1.csv"
"320",1,0.5,1850,0.1,1,"Linear","FTP_Linear_D1_G0.5_N1850_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N1850_R0.1_K1.csv"
"321",0,0,2000,0.1,1,"Linear","FTP_Linear_D0_G0_N2000_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N2000_R0.1_K1.csv"
"322",1,0,2000,0.1,1,"Linear","FTP_Linear_D1_G0_N2000_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N2000_R0.1_K1.csv"
"323",0,0.5,2000,0.1,1,"Linear","FTP_Linear_D0_G0.5_N2000_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N2000_R0.1_K1.csv"
"324",1,0.5,2000,0.1,1,"Linear","FTP_Linear_D1_G0.5_N2000_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N2000_R0.1_K1.csv"
"325",0,0,2150,0.1,1,"Linear","FTP_Linear_D0_G0_N2150_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N2150_R0.1_K1.csv"
"326",1,0,2150,0.1,1,"Linear","FTP_Linear_D1_G0_N2150_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N2150_R0.1_K1.csv"
"327",0,0.5,2150,0.1,1,"Linear","FTP_Linear_D0_G0.5_N2150_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N2150_R0.1_K1.csv"
"328",1,0.5,2150,0.1,1,"Linear","FTP_Linear_D1_G0.5_N2150_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N2150_R0.1_K1.csv"
"329",0,0,2300,0.1,1,"Linear","FTP_Linear_D0_G0_N2300_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0_N2300_R0.1_K1.csv"
"330",1,0,2300,0.1,1,"Linear","FTP_Linear_D1_G0_N2300_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0_N2300_R0.1_K1.csv"
"331",0,0.5,2300,0.1,1,"Linear","FTP_Linear_D0_G0.5_N2300_R0.1_K1","data/Linear/EstimatedThetaPop/D0_G0.5_N2300_R0.1_K1.csv"
"332",1,0.5,2300,0.1,1,"Linear","FTP_Linear_D1_G0.5_N2300_R0.1_K1","data/Linear/EstimatedThetaPop/D1_G0.5_N2300_R0.1_K1.csv"
